,annot,count
6519,slight head movement artifact with resps,1
6517,counting back ec awake,1
6515,resching up,1
6514,pt reying to talk,1
6512,hicuped,1
6539,lying on  left side,1
6541,is moaning,1
6455,will press Pz,1
6553,push head downa again,1
6565,2 1/2 hy[er,1
6564,car alarm outside,1
6563,some head mvts with great effort,1
6560,T6 CHECKED AND CHANGED,1
6558,arroual,1
6557,better PDR when self alerts,1
6556,is moving and moaning,1
6554,lights aroused pt,1
6552,"moves, head to the left",1
6542,moaning and moving,1
6551,lift head and eyes open,1
6549,brow lift,1
6548,emg there anteriorly,1
6547,self alerts and moves mouth,1
6546,"head left, eyes closed, drowsy",1
6545,again encourage to stay still and close ,1
6544,eyes opena nd moveing,1
6543,help pt to rest head and close eyes,1
6511,pt hicuped,1
6510,muscle artifact in A2,1
6509,moving RT hand up,1
6466,mouth continues to open and close,1
6476,Son still restraining Pt,1
6475,Pt continously talking but opening and c,1
6474,Pt opening and closing mouth,1
6473,son asking PT to close eyes,1
6472,Pt continues to ask to touch his head,1
6471,Pt grabbed at leads,1
6468,son restraining Pt,1
6467,son holding Pt's hands,1
6465,Son asking Pt to close eyes,1
6508,pt yawning,1
6464,Pt repeatedly opening and closing mouth,1
6463,pt falls back to sleep,1
6462,headmidlnie,1
6460,keeping eyes closed thru most,1
6459,npdding head,1
6458,breach C3,1
6457,left temp central dys,1
6456,also pressed T3,1
6478,28.0 Hz,1
6479,spontan.,1
6480,spontanious,1
6481,hand nv,1
6504,pt WON'T OPEN EYES,1
6503,sto,1
6502,facial mvmts,1
6501,stern rub,1
6500,stop rubbing,1
6499,rubbing scalp,1
6498,pinch right thumb,1
6497,pinching baby toes,1
6496,stop[,1
6494,perspiration,1
6493,artifact when heart monitor beeps,1
6489,this is sweat sway,1
6488,seom sweat sway,1
6487,pt is talkative,1
6486,just reimforce quiet and still,1
6485,"no HV, possible TIAs recently",1
6484,widespread gradient,1
5881,disorganized sleep?,1
5879,gen delta L,1
15449,spreads left,1
5172,and some ekg contmin,1
5182,"no known cardiac comditions, EKG is ok",1
5181,so stopping HV,1
5180,pt is c/o chest pain,1
5177,el replaced,1
5176,maybe broken,1
5175,again press C3,1
5174,seems weird thought with ems more at C3,1
5173,F3 and C3 are correct,1
5171,1/2 HYPERR,1
5184,snioffles,1
5170,can not perform reactive,1
5168,tech reapplied F3 + T4,1
5167,clecnching jaw,1
5166,asking PT to relax face,1
5165,replacing a2 electrode,1
5163,will do all with eyes closed,1
5161,diffuse m ax right,1
5160,just pressed EOGs,1
5183,snes 7,1
5185,pt says her chest pain is gone,1
5158,"soem emg, should settle",1
5204,lots of mvmn w/ resp,1
5214,lots of mmvnt w/ resp,1
5213,will try HV,1
5212,secure,1
5211,push pz,1
5210,will check pz,1
5209,mmvnts,1
5208,pdr ~10,1
5206,correctlya nd quickly,1
5203,will count fingers,1
5186,"back to waking, nice PDR",1
5202,alert and ware,1
5201,last name spell,1
5200,mild EMG RT,1
5195,relaqxed,1
5192,NORING,1
5191,tech fixing C4 electrode,1
5189,versed was turned off this morning,1
5188,rt hand shaking,1
5159,9Hz here briefly,1
5156,8Hz average,1
5217,out,1
5111,sternal rub caused mouth movts only,1
5122,l. toe nail,1
5121,l.eft. finger nail,1
5120,pain stim.,1
5119,veg.,1
5115,lay on right side now,1
5114,pt mv to side,1
5113,talk to pt not mv,1
5112,withdrawl rt foot to pain stim,1
5110,to change in pt seen,1
5125,head lef. veg. ,1
5108,call/ touch rt leg-no apparent response,1
5107,e/o- comatose-no arousal to calls/ touch,1
5102,fiters,1
5101,swaet sway,1
5099,will also press T6,1
5098,ties the ears for ekg contamination,1
5095,grimacing/smiling,1
5093,Pt grabbing leads,1
5124,do again,1
5126,ask pt open her eyes,1
5155,left handed,1
5144,sorry elefix not very stable compared to,1
5154,pt is a young 95yrs olg,1
5153,would like to record a bit of EO,1
5152,unlikely to sleep ,1
5150,t3 pop ,1
5149,See L posterior head,1
5148,no PS due to pt being 10 weeks pregnant ,1
5147,back to bipolar ,1
5145,See biposterior head ,1
5143,fz pop ,1
5127,ask pt do deep breathing and relax,1
5142,f8 pop ,1
5141,sorry for EOG 2- jack is broken i think ,1
5140,See biposterior head ??PSWOY ,1
5137,no HV due to pt 10 wks pregnant ,1
5136,correct but name i have here is shortene,1
5134,100 PM ,1
5131,legs twitch,1
5130,leg twitched,1
5216,in,1
5218,HV seems to be difficult for pt to keep ,1
5341,pharmacist talking to patient,1
5296,turning head right,1
5308,is artifactual,1
5306,scratching back of head,1
5305,no HV let pt rest,1
5304,?rt slow,1
5302,not liking P4 will go press,1
5301,11Hz PDR,1
5300,beta gen,1
5299,possible vascular vs sz so no HV,1
5295,Pt needs to make a bowel mvmt - nurse ha,1
5312,okay alerting,1
5294,Eyes are open,1
5293,Right arm shaking,1
5290,PZ CHANGED,1
5289,will fix later,1
5288,eye lead fall,1
5287,better 9Hz when alerted,1
5286,backwards from 10,1
5284,remind not to touch head,1
5309,beat,1
5313,ees closed,1
5281,"pt anxious to be done, asks how long lef",1
5329,tech asking nurse for sedation,1
5339,right sided slowing???,1
5338,going to use notch ,1
5337,somewhat coherent,1
5336,eyes ahalf open,1
5334,respiration causing artifact at A2,1
5333,Pt lying on A2 ,1
5332,tech reapplied A2 - it was off,1
5330,Nurse starting fentanyl drip,1
5328,tech placed pillow next to Pts head,1
5315,t6 changed,1
5327,eyes staring left,1
5324,arroural,1
5322,Unplug the bed to eliminate 60 hz noise,1
5321,lay on the left,1
5320,lay on left,1
5319,has to turn ,1
5318,talk mv,1
5317,fine shaking all the time,1
5282,will just do 20mins for compliance,1
5280,ask to stay still and eyes closed,1
5219,will fix rt el,1
5231,push p4,1
5243,relax now,1
5240,R post temp slowing,1
5239,CENTRAL BETA,1
5237,nosie in room,1
5236,R pos temp,1
5234,R postt emp,1
5233,R post temp,1
5232,R temp ,1
5230,p4 popping will check,1
5245,t6?,1
5229,emg bitemp,1
5227,room ilghts down,1
5225,talkingmmvnts,1
5224,no changes seen,1
5223,overall poor-fair effort,1
5222,pt pace slowed down,1
5221,resp artifact,1
5220,doen fixing el,1
5244,post,1
5249,minimal driving that did nto outlast sti,1
5279,head is lighlty right,1
5267,full precautions for bed bugs,1
5278,is head mvts here,1
5277,think is soure of all the emg,1
5276,labored breathing even on O2,1
5275,electrodes are itchy,1
5274,keeps peeking here,1
5272,and peeked,1
5271,pressed FP1,1
5269,scrathing,1
5264,on O2 support,1
5250,touching eog,1
5263,going t o,1
5259,starting painful stim in R foot,1
5257,tech checking F4/8,1
5256,camera now focused on Pt,1
5254,head right - lying on T4/T6,1
5253,Pt not on any sedation,1
5252,"F7,T4,T5 adjusted",1
5251,hands down,1
5089,math correct,1
5088,math,1
5086,wicket vs RMTD,1
4938,LT SHARPLY CONTOURED,1
4947,so much noise,1
4946,just a lot of artifact,1
4945,nothing to note here,1
4944,seems to be resting quietly,1
4943,and not sure why,1
4941,left ant temp,1
4940,left ant temp-frontal,1
4939,"NCS, is drowsy",1
4937,"left temp, sharply cont",1
4951,its like major sweat sway all of a suddn,1
4936,increasign buildup but also drowsiness,1
4934,LT SHARPLY CONT,1
4932,drivinh,1
4931,left frontal-central,1
4930,ekg contaminatin,1
4926,JUST TALKED TO NURSE ABOUT EEG,1
4925,NO CLEAR EEG CHANGES ,1
4924,DECEREBRATE POSTURING ,1
4949,BURST RHYTHMIC LEFT TEMP THETA -?just an,1
4952,LFF,1
4922,DECEREBRATE POSTURE ,1
4968,"let pt sleep now, sleep deprived",1
4978,PT HAS TURNED ONTO HIS LEFT SIDE,1
4976,Turning video on,1
4975,EKG sensitivity changed to 20uV,1
4974,Custom...encouraging,1
4973,right back to PDR baseline,1
4972,self alerts there anyways,1
4971,nice posts,1
4969,some buildup and increase drowsiness,1
4967,slightly irreglar EKG,1
4953,change back the LFF to 1,1
4966,phone - turning ti off,1
4962,cannot really follow instruction.,1
4961,pt was confused,1
4960,mv talk,1
4959,alk,1
4958,making some noises ot help alert here,1
4956,will record a few more minutes since hav,1
4955,"nicer sleep here now, spindles",1
4923,LT FINGER PINCH ,1
4921,RT FINGER PINCH ,1
5085,on the right - wicket? RMTD?,1
4885,TURN EKG SENS DOWN ,1
4896,BP AT 212/19,1
4895,BP RAISED HIGHER NOW ,1
4894,NURSE HELPING TO SUCTION ,1
4893,NOTE: PT IS CHEWING TUBE AND GAGGING / N,1
4892,PT WAKING UP MORE NOW ,1
4890,NURSE RESTARTING PPF NOW ,1
4889,WILL ASK NURSE TO TURN PPF BACK ON ,1
4888,BILAT TREMORS,1
4883,BILAT TREMOR ,1
4898,SITLL SHOWING BILAT LEG TREMORS ,1
4882,BILAT LEG TREMOR ,1
4881,SEEN MOST CLEARLY RT FOOT ,1
4880,CONT TO HAVE BILAT UE AND LE TREMOR,1
4879,BILAT LE AND UE TREMORS ,1
4878,DOING BLOODWORK ,1
4877,BILAT FEET TREMORS ,1
4876,SEE BILAT UE AND LE TREMORS ,1
4875,BUT THIS IS BEST VIEW ,1
4897,NURSE RAISING BED NOW AND SUCTIONING ,1
4899,CONT TO SHOW BILAT LEG TREMORS ,1
4920,CONT TO HAVE BILAT TREMORS W BURST,1
4910,SORRY FOR EKG COMING OFF ,1
4919,SORRY FOR T5 - PT LYING DIRECTLY ON IT ,1
4917,CONT TO HAVE BILAT LEG TREMORS ,1
4916,FLUSHING OUT TUBES ,1
4915,NURSE CONT AT BEDSIDE ,1
4914,NURSE AT BEDSIDE WILL FLUSH OUT TUBES ,1
4913,HEAD IS LEFT LYING ON T5,1
4912,WILL LEAVE ARTIFACT FOR NOW ,1
4911,TRYING TO ADJUST PT TO LOWER BP ,1
4909,BILAT TREMORS CONT ,1
4900,CONT TO SUCTION ,1
4908,BILAT LE TREMORS CONT ,1
4907,BP AT 248/70 STILL HIGH ,1
4906,BILAT TREMOR CONT,1
4905,NOTE: PT IS CHEWING ON TUBE AND GAGGING,1
4904,PT SEEM TO BE MORE AWAKE NOW ,1
4903,NURSE CONT TO SUCTION ,1
4902,NURSE RAISING BED ,1
4901,CHEWING ON TUBES ,1
4980,LYING ON BACK,1
4981,CHANGE A2,1
4982,CHANGE A2 AGAIN,1
5047,glossikinetic artifact,1
5056,3Hz rythmic left,1
5055,more underlying theta on the left,1
5054,left temp more theta slowing,1
5053,PDR might higher on the right,1
5052,tech pressing 01,1
5050,will try more alerting at the end of the,1
5049,pt isn't very cooperative - difficult to,1
5048,mouth,1
5045,tech moving neck roll,1
5058,p3 60HZ,1
5044,supine - head midline - eo- signing with,1
5043,sensation is cold but she can control it,1
5042,"is it heavy? no it feels "" cold""",1
5041,right pinky a bit weird ,1
5040,"top of her head feels a bit ""wet"" ",1
5039,eyes looking left and right,1
5038,eyes twitching ,1
5037,"""eyes feel twitchy""",1
5057,anterior beta seen,1
5059,tech pressing p3 - 60HZ gone,1
4983,PT LYING LEFT SIDE,1
5071,lots of little eye movments - eyes aren',1
5083,left frontal max 6Hz,1
5081,no HV due to pt past TIA,1
5080,a2 applied well,1
5078,may get PDR when relaxes a bit,1
5077,rabiit,1
5075,a2 sway,1
5074,august 4 2016,1
5072,pt resting quietly - ec - awake,1
5070,ec - laying quietly,1
5060,anterior alpha,1
5069,pressing f8 fp2,1
5068,asking to close eyes,1
5067,tech checking f7 - application good,1
5066,f7 spike,1
5065,tounge movements,1
5064,supine - head left - eyes open,1
5063,to the left side,1
5061,pt talking with interpreter,1
5036,small twitch,1
5035,artifact from jerk,1
5034,note: will ask her to keep EC throughout,1
4997,she's touching her nose ,1
5006,tell her to hold hand up and keep up ,1
5005,moving hand ,1
5004,pt able to move hands spontaneously ,1
5003,"""RT hand feels weakened and hard to cont",1
5002,touch nose with right hand ,1
5000,point at me,1
4999,wiggle fingers ,1
4998,rt arm feels heavy ,1
4996,nose feels heavy ,1
5033,will set up PS light,1
4995,eyes open - pt anxious ,1
4994,pt says she feels in both fingers now an,1
4993,lips feeling tingling ,1
4991,tech to go press on CZ,1
4988,sorry was adjusting camera ,1
4987,resting quietly with eyes closed ,1
4986,pt wake up,1
4984,pt given glass of water,1
5007,tell her to put hand down ,1
5008,"""right hand feels asleep"" ",1
5009,"""feeling tingling all over body now """,1
5010,still going on? yes ,1
5031,back to bipolar montag e ,1
5030,rt hand twitch,1
5028,feels like twitching is more random - gr,1
5027,asking her if sudden onset / gradual ,1
5026,both arms sensation ,1
5025,right pinky starting to feel bit of unus,1
5024,thinks its gone back to normal now ,1
5022,rt finger twitch ,1
5019,back to ipsi ear ref ,1
5018,tingling down to toes ,1
5017,tells her to tell me when numbness/tingl,1
5016,pinching pain on rt side headache ,1
5015,right sided headache temporal ,1
5014,shaking head ,1
5013,can you feel it on your stomach? ,1
5012,"""all over face and hands """,1
5011,"""feeling goes all the way down to toes""",1
5340,changing montage to get rid of ekg,1
5342,still talking to pharmacist,1
5877,gen delta L > R,1
5705,??? SHARP WAVE at T3,1
5714,going to do some passive o,1
5712,lying on RT side,1
5711,Cz Pop,1
5710,Pt lying on her RT side,1
5709,pt rolling on to side,1
5708,pt reasting quietly,1
5707,EMG at F7,1
5706,muscle at F7,1
5704,explaing HV to pt,1
5718,pt lyng on left side of head,1
5702,Focasing on my fingers with EO,1
5701,mental health nurse is in the room,1
5699,asking Pt to open jaw,1
5695,wake up now,1
5692,********* EEG ENDS HERE *******,1
5691,teh pressed no f7,1
5690,f7 artifact now ,1
5688,getting very drowsy,1
5715,eyes open and close,1
5719,jaw moving,1
5684,overall good -excellent effort HV,1
5740,asking Pt her hame,1
5749,Pt still clenching jaw,1
5747,oxygen stable now,1
5746,raising eye brows,1
5745,Oxygen is now 96,1
5744,Nurse says Pt oxygens was very low (87),1
5743,Pt moving her head around,1
5742,no other clinical manifestations,1
5741,Fp2 fell off,1
5739,tech asking Pt does she know where she i,1
5721,moving jaw clinching,1
5738,head looking left,1
5737,head oriented left,1
5736,eyse are half open,1
5735,hea edoriented left,1
5734,turning head side to side,1
5732,sitting upright in bed,1
5726,Pt not complying for eye closure,1
5723,tech moved machine,1
5685,letting pt rest now for sleep ,1
5683,XXX.,1
5754,pinch left finger nail,1
5632,tech pressing fp electrodes,1
5647,some left sided muscle,1
5646,5x3 15,1
5645,dp,1
5644,ilhgt snoring,1
5643,"tech pressing c4, was lifting a bit, now",1
5641,pt thinking hard..,1
5636,5x3?,1
5635,movem,1
5631,some frontal mucle,1
5650,"spet 30, 2016",1
5630,EEG slightly higher on the left - possib,1
5626,t5 in correct spot,1
5625,supine - headm idline - ec awake,1
5622,supine - headm idline - ec - awake,1
5621,left temp**,1
5620,left temporal sharply contoured,1
5619,awakw,1
5617,left ant temp theta,1
5649,licls lips,1
5651,burnay,1
5682,pressed on o2 ,1
5669,will re-apply frontal leads,1
5680,how are you feeling ,1
5678,small head mvts with resps ,1
5677,pt touching f7,1
5676,itching her eye - touching f7,1
5675,bilateral driving seen at all frequencie,1
5673,0900 am,1
5672,0900 pm ,1
5670,all borderline at <10 kOhms - will leave,1
5666,stop shaking,1
5652,spider,1
5665,will fix the frontal leads later,1
5664,still haking,1
5663,"july 6, 1971",1
5661,asking tp relax jaw,1
5660,muscle may go away if she gets drowsy,1
5655,still lots of EKG contam,1
5654,whale,1
5653,walrus,1
5751,good effort throughtout,1
5756,pinch left toe nail,1
5343,family in room,1
5840,camera - zoom out,1
5850,[;kpop,1
5849,nil there,1
5848,little english so son in room to help wi,1
5846,right fingernail pinch - withdraws,1
5845,left toe pinching - withdraws and turns ,1
5843,eyes ar eopen,1
5842,stopped suctioning,1
5841,self suctioning,1
5839,pulling at intubation tube,1
5853,1932,1
5838,appeart intubation tube is irritating,1
5837,opening and closing eyes,1
5836,checking leasds,1
5834,sittinh in wheelchair,1
5833,Pt still on midazolam - titrating down,1
5832,Pt sitting in wheelchair,1
5828,t6alk,1
5827,holding pt's chin again,1
5851,am going to alert pt now,1
5856,repeated first name,1
5825,chewing like activity,1
5867,ltos of eye mvmnts,1
5876,restingq euitly,1
5874,emg a2,1
5873,minor head mvmnts while at rest,1
5872,L post temp delta,1
5871,L post quad delta,1
5870,lots of eye mvmnts w/ EC,1
5869,N OHV,1
5868,encoruage pt to keep ec,1
5866,moved a1a2 to mastoid,1
5857,pt seems oriented ?confused,1
5865,el secure,1
5864,post quad slwo,1
5863,CP slow,1
5862,post quad delta,1
5861,will check c3p3,1
5860,8 pdr low amp not well regulated,1
5859,able to obey simple commands,1
5858,able to count,1
5826,hold pt's chin to stop mving,1
5823,chewing like mv all the time,1
5757,pinch right toe nail,1
5777,UNLIKELY TO SLEEP DUE TO +++NOISE OUTSID,1
5787,trying to sit up - eyes still open - unr,1
5785,eyes opened - eyes & head slightly to ri,1
5784,start event,1
5782,whole body shaing,1
5781,pt has to go to bathroom - will stop EEG,1
5780,patient wants to go to bathroom,1
5779,COMPUTER CRASHED - RESTARTING NOW,1
5778,WILL ALERT PT NOW FOR PS ,1
5772,SWAPPED OUT T5 WITH NEW WIRE,1
5789,counting and answering all questions nor,1
5769,T5 ELECTRODE MAY BE BROKEN,1
5767,SORRY LEAVING T5 B/C PT GETTING DROWSY ,1
5766,LYING ON LEFT SIDE OF HEAD ,1
5765,T5 ARTIFACT - LEAVE FOR NOW ,1
5763,NIL TO NOTE -BUILDUP,1
5760,DECREASE TO SENS 10,1
5759,tech adjusted restraints,1
5758,bitting the tube,1
5788,end of event - no memory of event - can ,1
5790,going to do reactive test later,1
5822,chewing like activities,1
5809,looking purposefully,1
5821,continious chin mving,1
5820,scratching chin,1
5818,trying to communicate,1
5816,making hand gestures at sister,1
5815,crying?,1
5813,Pt stops chewing shen tech stands up in ,1
5812,Pt making chewing motions,1
5810,Pt looked towards tech's voice,1
5808,eyes wide open now,1
5791,fair effort now,1
5805,sens=20,1
5804,resting  quietly,1
5803,+++ EMG,1
5801,will do 1 min makeup,1
5799,start again,1
5797,pt was not cooperative with electrode pl,1
5796,pt had seddation before the test,1
5792,good effort now,1
5616,some emg here on the left,1
5615,left temporal sharp*******************,1
5614,no HV due to stroke/bleed feb this eyar,1
5435,laying ,1
5447,laying on right,1
5445,sucking,1
5444,drin,1
5443,laying on right side now,1
5442,drinking ,1
5441,laying on her back now,1
5440,laying on left side now,1
5438,watching pictures,1
5433,tech checking T6/5,1
5449,mom trying to call pt,1
5432,ps produced driving symm,1
5429,self alet erarlier,1
5428,keboard alerting pt,1
5427,lt slow,1
5424,L theat,1
5423,LT sharp theat,1
5422,L delta/theta,1
5420,gen delta/theta ,1
5448,turn to meline,1
5450,sens 30,1
5417,secured el,1
5464,pt has severe anxiety ,1
5482,***TAG*** ,1
5480,****TAG***,1
5479,eyes open peeking ,1
5477,itching ,1
5475,XX BIFRONTAL DELTA,1
5468,meal? ,1
5467,Rt handed ,1
5466,**TAG** RT TEMP,1
5462,pinching shoulder - no response,1
5452,starting HV early,1
5461,pinching toe - withdrawal and grimacing,1
5460,5-6 coma scale/15,1
5459,adjusting EKG,1
5458,"adjusting T4,T6",1
5456,pt head appeared to be shaking slightly,1
5455,5-6 coma scale,1
5454,pt lying with head to left,1
5453,Pt very drowsy but trying hard,1
5419,leting pt rest,1
5416,will press c3,1
5613,lotsof blinking with eyes closed,1
5353,movement with resp,1
5366,ASKED AGAIN,1
5365,I DONT UNDERSTAND,1
5364,DEC 12TH,1
5362,P4 SHARPLY CONT.,1
5361,underlying gen delta intermittently,1
5359,TENSE ON RT,1
5356,some 60Hz in ekg,1
5354,not going to do photic,1
5352,somewhat confused at times,1
5368,8HZ STILL,1
5351,pressing F3,1
5350,sorry trying to fix electrodes,1
5349,pt moves head a lot,1
5348,F3 just on line,1
5347,some head mvmt with resp,1
5346,slightly confused,1
5345,lots of muscke,1
5344,pt was looking at husband,1
5367,OCT 12,1
5369,WHERE?,1
5415,"pt calming down, feels light headed",1
5397,LCT,1
5412,gen diffuse theta buildup,1
5410,no clear bulidup seen,1
5409,LF sharps?,1
5408,movement w/ resp,1
5407,lots of movement w/ resp,1
5403,expain HV,1
5402,mu rhythm bicentrals,1
5398,L FCT sharp,1
5395,alert and oridented,1
5370,GEN DELTA STILL,1
5389,emg RT,1
5387,low voltage recrod,1
5386,pdr 10?,1
5382,ntoch on,1
5377,just a year off on the current date,1
5375,"ref contam, likely temp",1
5372,EEG's about every two years,1
5371,8.5,1
5483,will set up photic ,1
5484,t6 pop leaving now ,1
5486,hm ec awake,1
5576,eyes open auto.,1
5587,SORRY A1 fell off,1
5586,movement/jerk,1
5585,"pt has ""jerks""",1
5583,p la,1
5582,p ll,1
5581,p rt,1
5580,p ,1
5579,ca;ll pt by name,1
5574,look ar right,1
5589,A1 still off,1
5573,chewing movement,1
5571,rhino,1
5570,most likely RMTD,1
5568,no PS due to migraine trigger,1
5566,right posterior temp underlying delta,1
5565,some frontal central beta noted,1
5564,6-7Hz tehta seen ,1
5563,possible mu here,1
5588,says she can predict jerks,1
5591,pt is VERY bizarre,1
5492,press electrode,1
5603,jerking arms,1
5611,thursday 22,1
5610,sen 15,1
5609,photic working !,1
5608,going to stop recording.,1
5607,electrodes off,1
5606,says her chest feels like it is crushing,1
5605,using inhaler,1
5604,getting inhaler,1
5602,right arm jerking more than left!,1
5592,lots of artifact,1
5601,right arm jerking more than right,1
5600,jerking every so often,1
5599,she says she is sitting in her brain fee,1
5598,she feels cloudy,1
5597,pt says jerking attacks make her feel dr,1
5596,moving around lots,1
5595,sorry she jerks so hard electrodes come ,1
5594,ear electrode keeps coming off,1
5562,tech moving f7 a tad,1
5561,6-7Hz theta seen diffusely,1
5560,only has left eye,1
5503,fix EOG2,1
5514,sens increase,1
5513,ec with sounds of sleep,1
5512,will change off of ear reference d/t EKG,1
5511,"pt laying on back, ec, sounds of sleep",1
5510,goo defoort,1
5509,pt staring at left,1
5507,pt needs urinate,1
5506,tech fixed EOG2,1
5502,do reactive later,1
5559,f7 muscle ,1
5501,takliong,1
5500,is talking about her eye,1
5499,try the LFF back at 1Hz - fan on high in,1
5498,noise from patient's phone,1
5497,also pressed P4,1
5495,no HV due to significant cardiac and str,1
5494,and sweat sway - is extremely hot in thi,1
5493,lots of muslce,1
5516,sound in la,1
5517,"head midline, ec",1
5519,will try to awaken,1
5523,counting to 10,1
5557,no HV due to heart surgery last week,1
5556,PDR mainly 7Hz,1
5555,right eye is glass,1
5554,noctch=on,1
5553,eyes closed awkae,1
5552,no HV due to age and ?pmhx,1
5550,END HV - good effort overall,1
5548,"head midline, resting quietly drowsy",1
5543,Lt temp theta disrhythmia,1
5539,"supine, hm, pt talking",1
5538,will try to wake to test reactivity of P,1
5530,eoo,1
5529,"eo coughing back there, was helping pt w",1
5528,tech stepping away from recording to get,1
5527,will get pt sip of water,1
5525,EKG artifact in ear channels,1
5524,"ec mouth open, head midline drowsy",1
6806,rubbing both hands on chest,1
6808,eyesa re closed,1
6809,slapping right shoulder with left hand,1
8035,ARTIFACT AT C4,1
8045,the rest of the recording ,1
8044,at this point the machine shunt down,1
8043,was merged with the first part,1
8042,head lyig left,1
8041,driving max LT,1
8039,a little bit of buildup,1
8037,march 8,1
8036,F4 CHANGED,1
8033,ARTIFACT AT P4,1
8047,EMG shoudl settle,1
8032,noise out side\,1
8031,pt resting quietly now,1
8026,F7 checked and changed,1
8025,vacuuming noise,1
8023,drilling stopped,1
8022,drilling  noise,1
8021,tech asks to close eyes,1
8020,keeps eyes open,1
8046,"very pleasant, funny 894yr old lady",1
8048,has a condition where she coughs a lot..,1
8017,pt resting queitly now,1
8066,LEAVING T5 FOR NOW FOR SLEEP ,1
8080,WILL ALERT NOW AND TRY TO REAPPLY T5 ,1
8079,polyspike and wave,1
8078,CONT TO HAVE SWEAT SWAY - SORRY FAN ON A,1
8077,"TECH PRESSED ON T5, A1, A2 , AND GROUND ",1
8075,mouth movt artifact,1
8073,polyspike fragments?,1
8068,polyspikes and fragments,1
8067,FAN IS ON FOR PT ALREADY ,1
8065,SORRY T5 SWEAT SWAY - LEAVING FOR NOW FO,1
8049,likely to continue but hope it settles,1
8064,INCREASE SENS TO SENS5 ,1
8062,are these small sharp spikes?,1
8059,NO HV DUE TO PT FEELING SHORT OF BREATH ,1
8058,WILL LET PT REST NOW ,1
8057,PATIENT SHUFFLING THE HSEETS,1
8055,A2 just on the cusp will leave for now ,1
8054,will do all with eyes closwed,1
8053,drowsy//////,1
8018,hands at face,1
8016,"lying on right side, some 02 sway",1
8082,right anterior,1
7979,"still sway, not sure how else to elimina",1
7988,head to the mideline now,1
7987,els are sweating off patient,1
7986,SEE THE LEFT SIDED 4sec DELTA,1
7985,snoirng,1
7984,alerts patient,1
7983,can't elminated this sway!,1
7982,so much artifact!,1
7980,head is to the left now,1
7978,and pressed F4,1
7990,the FP,1
7977,bundled wires more,1
7976,NO hv due to bleed,1
7975,LDD is at 3,1
7974,pt seems sweaty but wont let me put fan ,1
7973,burnanu gen,1
7972,nedd to fix CZ,1
7971,almost seemed a bit confused there,1
7970,head midlint,1
7989,reapplied he DP,1
7991,sweat sway!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
8015,02 popping,1
8005,left sharp vs summation,1
8014,theta slowing,1
8013,looks symmetrical side to side,1
8012,pt doesn't really respond to tech,1
8011,supine - head midline - awake/confused -,1
8010,pt moving hands at ,1
8009,moving legs a bit,1
8008,increase theta,1
8006,pt resting quietly - will alert near end,1
8004,supine - head right - ec - drowsy? stat ,1
7992,scratching face there and moving,1
8003,slowng vs sleep,1
8002,"will wait until end to do alerting, as p",1
8000,right side underlying slow,1
7999,pt is quite confused/drowsy,1
7997,very poor effort,1
7996,pt crying,1
7994,inc sens,1
7993,MOVEMENT OF TECHNOLOGIST,1
8081,some ekg contam on this ref,1
8083,little bursts of frontal max beta,1
8200,resists passive eo with some rt side gaz,1
8156,repositioning neck roll,1
8165,very limited english,1
8164,talk no english,1
8163,head slight ledt,1
8162,making noise,1
8161,son talking to Pt,1
8160,son touching forehead,1
8159,camera tight to the face,1
8158,adjusting neck roll,1
8155,turn off cell phone,1
8167,nice PDR upon closure,1
8154,tech giving Pt a paper towel,1
8153,nurse taking blood,1
8150,Pt was looking at tech,1
8148,Pt physically resists lowering head,1
8147,head and neck remain rigid,1
8146,neck head remains rigid,1
8145,head lifted off roll,1
8144,head up again,1
8166,nice PDR immediately after eye closure,1
8168,supine - head midline - ec = - awake,1
8141,tech positioning head,1
8188,pt intermittently moves,1
8197,totally unresponsive,1
8196,this is all artifact from constant mvts,1
8194,a ton of patient mvts,1
8193,see ekg rhythm,1
8192,mostly unresponsive,1
8191,will do alerting later on,1
8190,moves her left side a lot,1
8189,espeically left leg,1
8187,dowsy/unrepsonsive,1
8169,7 dec,1
8186,sharp theta,1
8183,supine- head midlien - ec - drowsy,1
8182,underlying slow - drowsy?,1
8179,undlering theta,1
8177,c3 spike?,1
8176,tech fixing eog electrode,1
8175,bit of underlying slow,1
8173,rubbing neck,1
8142,head again lifted off the bed,1
8140,Pt not understanding or following comman,1
8084,6/s SW?,1
8098,clenchigng jaw,1
8106,0830 ,1
8105,looks like it was broken ,1
8104,switched out that wire ,1
8103,RECORDING STARTS HERE,1
8102,RECORDING STARTS AT 10:36:23,1
8101,pt needs to keep eyes open to get off an,1
8100,notch==on,1
8099,opened mouth,1
8097,lifting head off of the pillow,1
8109,starting now ,1
8096,shaking head with breathing,1
8095,shakin head,1
8093,ask pt open mouth to relax jaw,1
8090,reapplied GROUND and EOG1,1
8089,anterior max 4Hz spike and wave,1
8087,my confirmed,1
8086,theta - fragment?,1
8085,pt slowed downa bit,1
8108,not understanding ,1
8115,very good effort cont ,1
8139,Pt still lifting head,1
8130,t6 pop sorry pt lying on t6,1
8138,tech raised head of the bed,1
8137,head barely touching neckroll,1
8136,Pt's head and neck area visibly tense,1
8135,good efffort through,1
8134,tech setting up photic light ,1
8133,alerted now ,1
