,annot,count
78797,ASKING PT SQUEEZE HAND,1
78796,PT SQUEEZING HAND,1
78795,WIFE ASKING PT TO  SQUEEZE HAND,1
78794,SLIGHTL MOVT OF LEFT FOOT,1
78793,ASKING PT TO WIGGLE TOES,1
78792,PT SQUEEZING WIFE'S HAND,1
78791,PT WIFE TALING TO PT,1
78810,TECH WASHES HANDS,1
78811,TECH RETURNS TO COMPLETE FIXING FP2,1
78812,COUNT BACKWARDS FROM10 IN 3S,1
78822,PT STOPPED DEEP BREATHING,1
78829,WILL TRY TO ALERT PT A BIT MORE,1
78828,DYS GENERALIZED,1
78827,DELTA BITEMP,1
78826,ENCOURAGE RELAX JAW AND FACIAL MUSCLES,1
78825,facial muscle,1
78824,DELTA BI TEMP,1
78823,DELTA INDEP AND BITEMP,1
78821,TECH TRIED TO RELAX MUSCLE IN T4,1
78813,SPELL BACKWARDS LAST NAME,1
78820,PT ASKED TO DEEP BREATH AGAIN,1
78819,MOVINIG LAMP ,1
78818,KLIGHTS OFF EYES OPEN,1
78817,PATIENT THINKS LEAD FALLEN OFF,1
78816,WHAT IS YOUR NUMBER,1
78815,COMPLETES CORRECTLY,1
78814,EC SPONTANEOUSLY,1
78790,PT TRIED TO WITHDRAW HAND,1
78789,RA MOV,1
78788,HEAD AND EYES LEFT,1
78758,TECHA AKING PT TO OPEN EYES,1
78765,EYE BLINKS BUT EYES HALF SHUT,1
78764,NO WITHDRAWAL BUT HAND IN BRACE,1
78763,TOE TWITC H  BUT NO WITHDRAWL,1
78762,MOAN ,1
78761,NO MOVMENT NOTED IN HAND BUT HAND IN A B,1
78760,STILL MOANING,1
78759,PT SAYS OK AND ACTS LIKE THEY ARE OPEN B,1
78757,ESTER,1
78767,NO RESPONSE TO VOICE,1
78755,WHEN PT ASKED TO LIE DOWN SHE DOES,1
78753,PT TALKING CONSTANTLT,1
78752,PT CONTINUALLY TRYING TO SIT UP,1
78751,PT SAYS YES BUT EYES ARE STILL CLOSED,1
78750,NOT MAKING MUCH SENSE,1
78749,BILAT MU,1
78748,RELEASE RIGHT HAND,1
78766,LEFT EYE OPEN RIGHT EYE CLOSED,1
78768,GOING TO RUB PTS HEAD TO TRY TO GET HER ,1
78787,eyes half open ,1
78779,CHANGED LT EKG ELECTRODE,1
78786,REQUEST PT TRY HARDER TO STAY AWAKE,1
78785,TO ALERT SELF,1
78784,ASK PT TO KEEP EYES OPEN TO ALERT PT,1
78783,PT HAVING DIFFICULT TIME KEEPING EYES OP,1
78782,HAS STOPPED SNORING LOUDLY,1
78781,EEG SENS  7,1
78780,?SHARPLY CONTOURED V WAVE,1
78777,RT FRONTAL VS ARTIFACT,1
78769,"TECH GIVING PT QUICK HEAD MASSAGE, ASKIN",1
78776,LT TEMPM,1
78775,ALL WIRES JUST AT LINE,1
78774,LOKOS LIKE 7HZ MAX,1
78773,FORGOT WHAT IM ASKING,1
78772,COMMUNITY,1
78771,JAN 9,1
78770,PT DID NOT COME WITH CHART,1
78830,IN BED?,1
78832,""" A LONG TIME AGO""",1
78746,DROP LEFT ARM,1
78833,"AUG 11, 1937",1
78897,***,1
78896,TECH STILL MOVING PT,1
78895,TECH MOVING PT HEAD TO REPOSITION NECK R,1
78894,TECH WILL ATTEMPT TO HOLD PT'S HEAD DOWN,1
78893,PT IS HEAD WRAPPED AND BUNDLED,1
78891,HEAD STRAINING TO THE ELFT,1
78889,PT COUNTING QUICKLY AND CORRECTLY,1
78888,6 june 2018,1
78887,PT HAND MOVTS LIKE SHE IS HOLDING SOMETH,1
78886,PT COUNTING BACKWRADS FROM 10,1
78885,PT NODDING AND MOVING HER HANDS LIKE SHE,1
78884,EYES STILLL OPEN,1
78883,PT RESTING QUIETLY W EYES OPEN,1
78882,sparrow,1
78881,supine -head midlin e - ec - asleep,1
78880,feet twitching,1
78879,feet twititching,1
78898,TECHS ROLLING PT ON HIS SIDE,1
78899,PT IS BEING READJUSTED,1
78900,TECH STARTLED PT,1
78910,GRIMACING = CRYING,1
78917,"12, 15, 30 HZ REPEATED S+W NOT REPODUCEA",1
78916,SLIGHT SOBBING,1
78915,PT IS FIGHTING DAD AND TECH,1
78914,PT LAYING ON EFT SIDE,1
78913,LT F-C-T GRAMENTS,1
78912,BI FRONT S+W,1
78911,P S+W,1
78909,LT > RT F-C-T SPIKE AND WAVE,1
78901,HEAD MNVMT,1
78908,LT F-T MAX SPIKES,1
78907,NOI CLEAR CUT AOC,1
78906,NO CLEAR AOC,1
78905,"FP1, FFP1-FP2",1
78904,"FP1, F7 ",1
78903,"FP1, F7",1
78902,LT F-C *****,1
78877,movin gmouth,1
78876,full body twitch,1
78874,pt has a lot of head/mouth sleep twitche,1
78843,FEELS TINGLY NOT COLD,1
78850,GOING TO PRESS ON FP2 AND O2,1
78849,?T3 THETA??,1
78848,LFF1 HFF70 SENS7 EKG50,1
78847,MILD 60HZ CONTAMINATION AT O2,1
78846,"HEAD MIDLINE, SUPINE EYES CLOSED, INTERM",1
78845,BUILDUP??? OR DROWSY THETA,1
78844,WATCH FOR F4 ARTIFACT?,1
78842,ENDS SHV HERE,1
78852,PRESSED ON O2 AND FP2,1
78841,ENOUCRAGE EFFORT,1
78840,PICKED UP PACE,1
78838,STARTS HV,1
78837,CZ ARTIFACT?,1
78836,FIXING R EKG LEAD,1
78835,people talkin in hallway],1
78834,BACKGROUND 6-7hZ AT BEST,1
78851,PRESSING FP2 AND O2,1
78853,POSTS O1,1
78872,pt has some weird little head twitches a,1
78864,INCREASED IN HEAVY BREATHING NO OTHER RE,1
78871,movin g mouth,1
78870,but so much eye movement?,1
78869,rudimentary v waves,1
78868,supine - headmildine - ec - awake/drowsy,1
78867,pt resting qielty,1
78866,supine - head midlin e- ec - awake,1
78865,april 2 2017,1
78863,PT PULLING ON RIGHT ARM RESTRAINTS,1
78854,PT MOVING HEAD AND RIGHT ARM,1
78862,HEAD AND RIGHT ARM MOVT,1
78861,+++ MOVT OF RIGHTA RM AND LEG AND INCREA,1
78859,pt moving right arm,1
78858,PT WITHDEW HAND,1
78857,HEAD AND RIGHT AMM Movement,1
78856,PT STARTS HEAVY BREATHING,1
78855,STIM  RIGHT HAND,1
78747,CLENCH RIGHT HAND,1
78745,WHOLE ARM,1
78565,"ALL GOOD NOW - FINISHED CHECKING, TWO SW",1
78658,fuylly awake and alert here despite slee,1
78635,**RT > LT GEN SLOW,1
78633,NOISE IN THE ROOM,1
78631,TECH ALLOWING PT TO FALL ASLEEP,1
78630,NOT DOING HV DUE TO CARDIAC HX - PT HAS ,1
78629,RT HEM SLOW,1
78628,?? L SIDED SHARP AND SLOW WAVE??,1
78627,DROWSY W INTERMITTENT LIGHT SLEEP,1
78626,PT MOM WIPING NOSE,1
78623,PT DOESN'T LIKE LIGHT - PHOTIC ABORT,1
78621,PULLING ON HIS IV,1
78620,PT KEEPS PULLING ON HIS IV,1
78619,RT C-P-T,1
78618,RT TEMP PARIETAL SLOW,1
78617,R TEMP PARIETAL SLOW?,1
78616,PT TOOK O2 TUBE OUT OF NOSTRELS,1
78614,pt says he's supposed to be going home,1
78613,PT THINKS I'M PLAYING WITH HIM,1
78636,VOICES TALKING IN THE ROOM,1
78637,GEN SLOIW,1
78639,GEN DELTA SLOW**,1
78649,noise in room next door,1
78656,may end ,1
78655,spelling alst name,1
78654,mu reactive,1
78653,will test,1
78652,nice mu bilaterally,1
78651,10Hz sym synch,1
78650,sorry forgot about the eog on the right ,1
78648,musclwe pt smilling,1
78640,RESTING QUIETLY  EYES CLOSED HEAD MIDLIN,1
78647,16 JAN 2019,1
78646,HIGHER AMP LEFT TEMP,1
78645,TECH EXPLAINING TO PT THAT HE IS ABLE TO,1
78644,NOT DOING HV DUE TO HX OF ASTHMA,1
78643,SENS UP AND NOTCH ON EKF,1
78642, GEN DELTA SLOW,1
78641,GEN DELTA SLOW *,1
78612,WATCHING FINGER,1
78610,PT SAYS 2012,1
78609,ASK WHAT MONTH - PT SAYS DEC,1
78576,RT THEN LT DYS,1
78585,"DROWSY, EYES OPEN, CRYING",1
78584,GENN DYS,1
78582,BITEMP THEN LT,1
78581,LT TEMOP,1
78580,PDR 9 HX,1
78579,ASK PT TO RELAX FAC,1
78578,Pt trying to pull electrodes off,1
78575,?RT TEMP DYS,1
78587,lots of sweat sway,1
78574,?RIGHT TEMP DYS,1
78573,ASK PT TO RELAX FROEGEAD,1
78572,F7 T3 SHARPS,1
78570,GOOD EFFO RT,1
78569,FEB 21,1
78568,L>R UNDERLYING DELTA,1
78567,"GEN, POST MAX DELTA",1
78586,"bridging c3 p3, but no hope to fix it",1
78588,WILL FIX EARS WHEN DEEPER SLEEP,1
78608,HOLDING ARMS OUT FOR DR,1
78600,ALMOST AWAKE,1
78607,PT HOLDING ARMS OUT,1
78606,DR COSTANTINO TALKIGN TO PT,1
78605,ASK HOW OLD - PT SAYS 35,1
78604,TALKING TO DR COSTANTINO,1
78603,ALMOST PASSING OUT,1
78602,FIIXNG EARS,1
78601,DROWSY BRAIN WAVES,1
78599,MOVING HIM,1
78589,MOM TRYING TO GET OFF BED,1
78598,PATTING HIM - ARTIFACT,1
78595,THEN PS,1
78594,"GOING TO WAKE, WILL PROBABLY TRASH AND C",1
78593,C3 P3 BRIDGING,1
78592,SWEAT SWA,1
78591,WILL PRESS EARS,1
78590,CAUSING ARTIFACT,1
78657,set up phtoic now,1
78659,some mild head mvts with goode efofrt,1
78744,RAISE LEFT HAND,1
78660,some midl head mvts with good effort,1
78721,PDR NON RESPONSIVE,1
78720,PT ADJUSTS HEAD,1
78719,MOTHER TALKING,1
78718,PT REPLIES SHE BLACKED OUT AGAIN,1
78717,ASKING IF PT KNOWS WAHT HAPPENED,1
78716,PT POINTS AT CEILING,1
78715,TECH REQUESTS TO POINT AT THE CEILING,1
78714,TECH CALING NAME,1
78713,PT LYING UNRESPONSIVE,1
78712,HEAD DROPS NO RESPONSE,1
78711,Pt Loses consciousness,1
78710,CHANGES TO 2016,1
78709,OF APRIL,1
78708,PT REPLIES 25TH,1
78707,ALDERGROVE?,1
78706,PT REPLIES GETTING SOME SORT OF TEST DON,1
78705,PT REPLIES,1
78722,"POLYMORPHIC DELTA, TRIPHASIC MORPHOLOGY?",1
78723,MOVING STRETCHING,1
78724,EYE MNOVEMNETS,1
78736,EYES CLOSED INTERMITTETNLYDROWSY,1
78743,CAN YOU TELLM E WHERE YOU ARE,1
78742,PHOTIC STARTS EYES CLOSED,1
78741,LI,1
78740,HEAD TURNED MIDLINE,1
78739,HEAD MOVEMENTS CENTRE,1
78738,LFF1 HFF70 SENS7 EKG SENS30 NOTCH ON,1
78737,EKG SENS30 NOTCH ON,1
78735,HEAD RIGHT SUPINIE,1
78725,PAT SAYS SHEI;; BE OK,1
78734,EKG 30,1
78733,EKG SENS50,1
78732,UNCLENCH LEFT HAND,1
78729,LIGHTS OOF,1
78728,DECLINES BLANKET,1
78727,mouth closes,1
78726,NOTCH ON EKG LEAD,1
78704,POLYMORPHIC DELTA,1
78703,WILL TRY TO WAKE AND ALERT PT,1
78702,diffuse polymorphic delta,1
78669,a few very borderline impedances here,1
78676,DYSRHTYTHMIC LOOKING BACKGROUND,1
78675,REPEATS (- JUST FOR PRACTICE),1
78674,EYE FLUTTER ON VIDEO,1
78673,F4 FRAG?,1
78672,LOTS OF UNDERLYING THETA FOR 20YO,1
78671,SEE POSTERIOR THETA,1
78670,UNDERLYING THETA/DELTA THROUGH OUT EEG,1
78668,only brief sleep,1
78679,EYE FLUTTER SEEN ON VIDEO,1
78667,since alerted on own,1
78666,in & out of light sleep,1
78665,will let pt rest now and hope for sleep,1
78664,buildup with good effort,1
78663,encourage pt here again,1
78662,some buildup here now,1
78661,"good effort, encourage",1
78677,LT FRAG?,1
78680,SLIGHT EYELID FLUTTER VISIBLE TO TECH,1
78701,KYLE,1
78692,THIS SHARPLY CONTOURED WAVEFORM AT C4 AP,1
78700,GOOD EFFORT hv,1
78699,EYSE ARE OPEN LOOKING AT ONE SPOT,1
78698,NO DYS HERE,1
78697,NO DYS SEEN HERE,1
78695,"AGAIN, BI-POST-TEMP/OCCIP DYS",1
78694,R>L POST-TEMP/OCCIP DYS,1
78693,TECH PRESSING T6 BY MISTAKE,1
78691,R>L F-T THETA -- ?DUE TO DROWSINESS,1
78681,UNDERLYING SLOWING THROUGH OUT,1
78690,BI-F-T THETA ?DUE TO DROWSINESS,1
78689,APPEARS TO BE REACTIVE BICENTRAL MU,1
78688,SPIDER,1
78687,TELLS PT TO GET COMFORTABLE,1
78685,EXCECLLENT EFFORT,1
78684,tapping sph,1
78682,FEB 15 - CORRECT,1
78918,G S+W,1
78919,TECH PUSHING ON T6,1
78920,T6 ELECTRODE DEFECTIVE - WILL CHANGE AFT,1
79184,ONGOING MYOCLONIC JERSK],1
79161,has the ems other times too,1
79160,see blinking there but unsure if related,1
79159,not worsening GSW,1
79158,only okay effort overall,1
79157,trying to push pt,1
79156,enocourage,1
79155,pt is very quiet,1
79154,only okay effort despite encouragement,1
79153,pushing+++++,1
79152,blinks twice but doesn't look related to,1
79151,artfact?,1
79150,fragements,1
79149,will push a long HV due to GSW and age,1
79148,eyes opn,1
79147,white repeats,1
79146,date todya,1
79145,testing response testing,1
79162,green repeats,1
79163,again here possible eye flutters,1
79164,okay overall effort for 4mins,1
79174,sorry hit the wrong button there,1
79182,MMVT,1
79181,NO SPONTANNEOUS,1
79180,EYES FIXED,1
79179,PROPOFOL OFF AT 1425,1
79178,EYES ARE FIXED,1
79177,BURSTS CORRESPOND TO MYCLONIC JERKS,1
79175,nil there,1
79173,set IPS now,1
79165,HV dir not worsen GSW,1
79172,willl alert now and do photic,1
79171,rt temp artifact,1
79170,"fragment, vs right temp sharp and wave",1
79169,maybe eye flutter twice here,1
79168,look back at video,1
79167,nil noted,1
79166,look back at video here,1
79142,ASK PT TO STAY STILL ,1
79141,PT DIDN'T OPEN EYES AS REQUESTED - PT SA,1
79139,RUN OF T6-O2 SPIKES,1
79106,pt didnt follow commands,1
79114,LT POST SLOW,1
79113,RT S-W ,1
79111,RT S-W P4,1
79110,LT S-W P3,1
79109,RT S-W  P4,1
79108,lLT P3-TT,1
79107,BUILDUP LT MAX,1
79105,ask ot to realx and nopen mouth,1
79117,SHAKING PT LEG,1
79104,pt left head,1
79103,pt scratches  head,1
79102,pt nurse come to bed side,1
79101,pt touch electrode,1
79100,"EYES OPENING AND CLOSING, FIGHTING EXHAU",1
79099,"LOOKING AROUND, IS TIRED",1
79098,BI OCCIPITAL SHARPS,1
79116,SECURED RT EOG,1
79118,PT DOES NOT WANT TO WAKE UP ,1
79138,?T6-O2 SPIKES,1
79129,pt very figity,1
79137,T6 AND T6-O2 SPIKES,1
79135,?T6-O2 SHARPS (BEST VIEWED ON HATBAND MO,1
79134,?RUN OF T6-O2 AND T6 SHARPS,1
79133,?T6-O2 SHARP,1
79132,?T4-T6 SHARPS (BEST VIEWED ON HATBAND MO,1
79131,T4 SSS?  OR MUSCLE ARTIFACT,1
79130,EYE BROW MOVTS,1
79128,only syst ref increase,1
79119,TECH APPLYING ELECTRODES ,1
79127,TENSE WHILE SLEEPING,1
79126,polyspike frag? spindles with EMG overto,1
79125,HEAD JERKED LEFT AND LARGE BODY JERK,1
79124,PT MOANING SAYING IT IS SILLY,1
79123,movt of head,1
79121,START OF EEG WITH ALL ELECTRODES ON,1
79120,PT HAVING BODY JERKS,1
79183,ORBITAL PAINFUL STIM,1
79185,RESIDENT LOOKING INTO EYES,1
78922,WILL CHANGE T6 ELECTRODE AFTER POST- HV,1
79186,NO GAG OR NORNEAL REFLEXES,1
79244,"restart now, had recorded almost 10minut",1
79243,eeg just stopped on its own,1
79242,dont like this montage,1
79241,Lt,1
79240,see there,1
79239,figety now,1
79238,can feel her brain pulsing,1
79237,pt is anxious overall,1
79236,quick return to baseline,1
79235,deep sigh,1
79234,great overall effort,1
79233,is buildup,1
79232,nive buildup,1
79231,oeek,1
79230,no meal since yesterday,1
79229,definite change,1
79228,encourage patient,1
79245,will merge files after,1
79246,removed mid temps from the average,1
79247,right leg is twitching,1
79257,lots of eye flutteres,1
79264,PT AGGITATED NERVOUS,1
79263,PT AGGITATED - NERVOUS,1
79262,TECH RAISED PT HEAD,1
79261,PT SAYS HE IS HAVING TROUBLE BREATHING,1
79260,PT GETING AGGITATED BREATHING DEEPLY,1
79259,RELAX YOUR JAW,1
79258,trying to wake pt up,1
79256,back to waking abckground,1
79248,right leg is twtichy,1
79255,left tmep,1
79254,that one looks more SSS,1
79253,and there,1
79252,"left temporal spead to right, max SPs",1
79251,left temporal again there is moreSP,1
79250,emg spicules,1
79249,"pt has trouble relaxing, is ansious",1
79227,head midline eyes closed awake,1
79226,"great, correct ad quick",1
79225,name months,1
79195,TEMP NOW 34.5,1
79202,80 MCG.KG.MIN,1
79201,EXAMING PT,1
79200,GOING TO RAISE PROPOFOL TO 80,1
79199,STARTED NOW,1
79198,5 MG MIDAZ START,1
79197,MIDAZ,1
79196,WILL GIVE ANOTHER 5 MG,1
79194,WILL TAKE 30 SECONDS TO GO IN,1
79204,F3 ARTIFACT  PT LYING ON LEFT SIDE,1
79193,MIDAZ IN,1
79192,GOING TO GIVE 5 MG MIDAZ BOLUS,1
79191,MIDAZ AT 2,1
79190,HEAD SLIGHTLLY LEFT,1
79189,SUPINE HEAD SLIGHTLY LEF,1
79188,FIXED STARE,1
79187,PT TEMP AT 34.3,1
79203,BODY NOT JERKING BUT EYES STILL OPENING ,1
79205,BOY JERK,1
79224,ned to fix T6,1
79216,ARTIFACT IN SEVERAL LEADS INCLUDING P3,1
79223,says she feels dizzy,1
79222,PT IS BEING MOVED TO LIE PROPERLY ON STR,1
79221,dr cost asking pt if she remembers,1
79220,eyes are open  heavy breathing,1
79219,eyse are open looking around,1
79218,neuro checking eyes,1
79217,eye lid movts,1
79215,PT IS LYING ON STRETCHER WITH DR'S AND T,1
79206,TECH ASKING PT OPEN EYES,1
79214,PT IS AIDED ONTO STRETCHER,1
79213,PT INDICATESSHE IS GOING TO FAINT,1
79212,EYES OPEN BREATHING HEAVILY,1
79211,PT IS WALKING ON TREADMILL,1
79210,HAS BEEN WALKING FOR APPROX 2 MINS,1
79208,HUSBAND IS COMFORTING PT,1
79207,AWAKE SITTING IN CHAIR  EC  EEG SENS 7,1
79096,SW L>R,1
79095,SW ?,1
79094,L F-T ?SSS  ?SPIKE,1
79093,?SSS  ? MUSCLE,1
78984,PT IS FEELING TIRED,1
78983,ps unremak,1
78982,will do PS ,1
78980,leg hypnic twitch rhythmic for 1 sec,1
78979,mvnt on bed,1
78978,moved t5 back into positon,1
78977,t3t5 bridge,1
78976,lots of ear art,1
78975,fair effort for few sec,1
78974,pushed a2,1
78973,fix a2,1
78972,attempting to hv,1
78971,trying to HV,1
78970,will try to do HV,1
78969,will apply ekg,1
78968,not done applying,1
78967,aleerting ot,1
78985,BACKGROUND ~10HZ,1
78986,NOTCH IN',1
78988,RIGHT TMEP?,1
78999,DOING GREAT JOB,1
79007,EYES OPEN & CLOSE SPONTANEOUSLY,1
79006,MOVING SPONTANEOUSLY OPEING & CLOSING EY,1
79005,Supine,1
79004,O WAVE,1
79003,LFF1 HFF50 SENS15,1
79002,"HEAD CENTRE, SUPINE, ASLEEP",1
79000,PT RESTINGQUIETLY,1
78997,PAUSING BETWEEN BREATHS,1
78989,BIMESIAL TEMP?,1
78996,MOLVING TO BLOS,1
78995,"LFF1, HFF70 SENS15",1
78994,"EYES OPENM SUPINE, HEAD MIDLINE",1
78993,BLINKS SEEN WITH EYES CLOSED,1
78992,EYE TWITCHNG,1
78991,BILATERAL EYE TWITCHING,1
78990,RIGHT MESIAL TEMP REGION,1
78966,TECH TELLS PT TO KEEP EYES CLOSED,1
78965,eeg at sens 7 now,1
78964,PAINFUL STIM: LEFT HAND - START,1
78934,mom is at bedside,1
78942,RIGHT FRONTAL SHARPLY CONTOURED ALPHA,1
78941,"SHARPLY CONTOURED THETA, LEFT POSTERIOR ",1
78940,STRONG CONSISTENT EFFORT,1
78938,wire,1
78937,pt pulleed,1
78936,[t pulling wires,1
78935,mom tryiung to aler tpt,1
78931,LIGHT ON NOW,1
78944,T5 FRAGMENT?,1
78930,PT NAMING ANIMAS,1
78929,GET PT TO NAME ANIMALS INSTEAD,1
78928,WILL GET PT TO KEEP EYES OPEN,1
78927,DROWSY  INTERMITTENT BRIEF LIGHT SLEEP,1
78926,TECH CHANGING ELECTRDOE,1
78925,WILL CHANGE T6 ELECTRODE NOW,1
78924,DROWSY EO HEAD MIDLIE EEG SENS 7,1
78943,PSWOY? ,1
78945,POSTERIOR LEFT TEMPORAL FRAGMENT?,1
78963,PAINFUL STIM: RIGHT FOOT - START,1
78955,DIFFUSELY LOW AMPLITUDE BKG ,1
78962,PAINFUL STIM: RIGHT HAND,1
78961,"NO CHANGES, EEG SENS 3",1
78960,NO SPONTANEOUS MOVEMENTS,1
78959,"UNRESPONSIVE, INTUBATED, ICU RECORDING, ",1
78958,EEG SENS 3 NOW\,1
78957,"ICU RECORDING, NOTCH FILTER ON",1
78956,PROPOFOL OFF @ 1100; EEG STARTED @ 1355,1
78954,HEAD MVTS SLIGHT TO LEFT,1
78946,BIFRONTAL FRAGMENTS?,1
78953,DRIVING @ 12HZ,1
78952,STILL DIFFUSELY LOW AMP BKG +BETA,1
78951,GET PT TO FOCUS ON A PEN,1
78950,DIFFUSELY LOW AMP BACKGROUND,1
78949,ALERTING PT FROM SLEEP,1
78948,SNORING AND RESTING,1
78947,SHARPLY CONTOURED ALPHA THETA,1
79009,EYES OPENING CLOSING SPONTANEOUSLY,1
79010,SOME LEG MVMTS HERE,1
79011,SOME HEAD MVMTS,1
79062,SOME LEG MVMTS,1
79069,pain ful stim left leg,1
79068,no clinical signs,1
79067,painful stim rt leg,1
79066,TECH CLAPS TO TRY AN EVOKE A RESPONSE,1
79065,PT RESISTING EYE OPENING,1
79064,PT SEEMS TO BE RESISTING,1
79063,WILL REMOVE PS LAMP AND TRY PASSIVE EYE ,1
79061,OCCIPITAL DRIVING SEEN,1
79071,TECH PULLONG OFF EOG,1
79060,PT'S EYES REMAIN CLOSED,1
79059,SETTING UP PHOTICV,1
79058,PT NODS BUT DOESN'T OPEN EYES,1
79057,ASK PT TO SQUEEZE HADN - PT SQUEEZES,1
79056,TECH ASKING PT TO SQUEEZE HAND - MORE DE,1
79055,STILL NOT OPENING EYES,1
79054,ASKING OPEN EYES,1
79070,TECH TURNING ON LIGHTS AND MAKING NOISE,1
79072,PT TAPPING LEFT FOOT LATERALLY AGAINST M,1
79052,WILL ASK TO SQUEEZE TECH'S HAND,1
79083,PT SAYS HV FELT LIKE ANXIETY ATTACK,1
79092,RESTIGN QUIETLY EC,1
79091,ASK PT TO PRETEND TO LOOK AT ONE SPOT OR,1
79090,ASK PT IF WARM ENOUGH SHE SAYS YES,1
79089,WILL TRY TO HV FOR 5 MINS,1
79088,PT DONE NAMING ANIMALS,1
79085,PT SAYS SHE HAS A PROBLEM WITH JAW TENSI,1
79084,"ASK PT IF OK - SHE SAYS YES, JUST SCRATC",1
79082,THETA IN OCCIPITAL REGION ?SLOW ALPHA VA,1
79073,TAPPING LEFT FOOT LATERALLY ON MATRESS,1
79081,NORMAL VARIANT?  SLOW ALPHA VARIANT??,1
79080,?SLOW ALPHA VARIANT (NORMAL VARIANT?),1
79079,PT HEAD SLIGHTLY TO RIGHT,1
79078,TAPPING OF LEFT FOOT,1
79077,LEFT FOOT TAPPING AGAINST MATRESS LATERA,1
79076,TAPPING LEFT FOOT,1
79075,TAP OF LEFT FOOT,1
79053,TECH'S HAND,1
79051,NODDING BUT NOT OPENING,1
79013,LEG AND ARM MCMTS,1
79022,"RESTING QUIETLY, DROWSY",1
79029,LESS DELTA SLOW,1
79028,LIGHT SNORING HERE,1
79027,"RESTING QUIETLY, DEEP DROWSY?",1
79026,"DELTA SLOW, BI F-C MAX",1
79025,"GEN DELTA SLOW, BI F-C MAX",1
79024,EMG AND EKG CONTAM IN A1 ++,1
79023,LESS DELTA SLOW SEEN,1
79021,EMG ++ IN T3 AND A1,1
79031,MORE DELTA SLOW ON ALERTING,1
79020,NO HV DONE,1
79019,SLIGHT SNORING ,1
79018,LESS SLOWING HERE,1
79017,LESS GEN SLOW HERE,1
79016,CLINICALLY ASLEEP?,1
79015,"GEN SLOW, MAX BI F-C",1
79014,STILL HEAD CENTER,1
79030,STRETCHING AND MVMT,1
79032,HEAD STILL A BIT LEFT,1
79050,ASKING OT OPEN EYES,1
79042,ASKING TO CLOSE,1
79049,MORE ALERT NOW,1
79048,PT IS RESPONDING BUT NOT OPENING EYES,1
79047,LOUD CLAPPING HERE,1
79046,WILL DO LOUD CLAPPING,1
79045,NODDING BUT STILL EYES CLOSED,1
79044,NOW CLOSED,1
79043,STILL OPEN,1
79041,ASKING TO KEEP EYES OPEN,1
79033,DELTA SLOW ++ UPON SELF-ALERTING,1
79040,PT OPENS EYES TO TECH'S VOICE,1
79039,PT SOMEWHAT ABLE TO FOLLOW TECH'S COMMAN,1
79038,RT > LT GEN BI F-T MAX SLOW,1
79037,GEN DELTA SLOW WITH SELF ALERTING HERE,1
79036,EYES CLSOED STILL,1
79035,HEAD MVMT TO THE RIGHT,1
79034,AND DO PHOTIC SOON,1
78566,DELTA LT TEMP,1
78564,"DEFINITELY SYMM AND SYNCH, BUT WILL CHEC",1
80640,RIGHT LEFT AND LEFT LEG TWITCHES,1
78132,STRETCHIUNG,1
78109,MOM ON BED WITH PT ,1
78108,WATCHING VIDEOS,1
78107,MOVING WIRES,1
78106,PT ++ TIRE,1
78104,DROWSY EC HEA DMIDLINE EEG SENS 10,1
78103,PT SAID SHE HAD BEEN DREAMING SHE WAS LA,1
78102,WILL FIX LEDS,1
78101,PT SAYS SHE WAS DREAMING,1
78100,PT ALERTED SELF AND SHOT UP IN BED,1
78099,COOUGH,1
78098,ASLEP EC HEAD MIDLINE EEG SENS 7,1
78097,BI-F-T RHYTHMIC SLOW,1
78096,ASK PT IF OK - SHE SAYS YAH,1
78095,?HIGH AMPLITUDE BETA,1
78094,SUCTIONING TO ALERT HIM,1
78093,SUCTION STILL,1
78092,ALERTING WITH SUCTION,1
78110,SHAKING PT SHOULDER,1
78111,TRYING TO WKE PT,1
78112,TOUCHED HIS NOSE,1
78123,HEAD MIDLIN EO,1
78130,DAD TAKING BLANKET OFF OT,1
78129,DAD TRYIGN TO WAKE PT,1
78128,DAD TALKING TO  PT,1
78127,HEAD LEFT  EEG SENS 20,1
78126,FOOT MOVTTS,1
78125,LIGHT SLEEP HEAD L,1
78124,HEAD LEFT',1
78122,HEA D  LEFT,1
78113,BICENTRAL MU,1
78121,TALKING TO  MOM,1
78120,OPENS EYES AND COVERS HEAD,1
78119,OPENS EYES AND WAVES AT PARENTS,1
78118,PT HAD SAT UP IN BED LOOKING VERY DIZZY,1
78117,WILL END HV - PT DOESN'T WANT TO CONTINU,1
78115,TECH ADJUSTING HEAD WRAP,1
78114,WIGGLES HIS FINGERS,1
78091,LEFT FOTO PAIN,1
78090,ALERTING SOME MORE NOW,1
78089,RT STILL DOING TESTS ON VENT,1
78058,tech checking EKG leads,1
78066,MILD DIFFUSE BUILDUP?,1
78065,ekg SEN 15,1
78063,"LOTS OF DROWSY THETA. WILL DO PHOTIC, hv",1
78062,fixed T6,1
78061,tech reapplying',1
78060,had to reapply electrode,1
78059,sweat  sway,1
78057,PT LIFTING EYEBROWS,1
78068,BRIEF BURSTS OF DROWSY THETA,1
78056,"PT SAYS ""THAT SUCKED""",1
78055,ekg sens increased,1
78054,tech touching f7,1
78053,PT MUMBLES WHAT SOUNDS LIKE 2012,1
78052,"PT SAYS NOVEMBER 24TH, 1925",1
78051,PE OPENS EYES SLIGHTLY,1
